"Region.Label","Area","Sample.Label","Effort","object","distance","observer","detected","sex","exposure","size","Study.Area"
"Default",1680,"Default",210,19,0.02,1,1,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,19,0.02,2,0,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,20,0.11,1,1,0,0,4,"GolfteesExercise"
"Default",1680,"Default",210,20,0.11,2,0,0,0,4,"GolfteesExercise"
"Default",1680,"Default",210,21,1.92,1,0,1,0,6,"GolfteesExercise"
"Default",1680,"Default",210,21,1.92,2,1,1,0,6,"GolfteesExercise"
"Default",1680,"Default",210,22,1.3,1,0,0,0,4,"GolfteesExercise"
"Default",1680,"Default",210,22,1.3,2,1,0,0,4,"GolfteesExercise"
"Default",1680,"Default",210,23,0.73,1,0,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,23,0.73,2,1,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,24,2.43,1,0,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,24,2.43,2,1,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,25,0.83,1,0,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,25,0.83,2,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,26,3.83,1,0,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,26,3.83,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,27,3.46,1,0,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,27,3.46,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,28,3.76,1,0,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,28,3.76,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,29,2.98,1,0,0,1,2,"GolfteesExercise"
"Default",1680,"Default",210,29,2.98,2,1,0,1,2,"GolfteesExercise"
"Default",1680,"Default",210,30,3.72,1,0,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,30,3.72,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,31,1.78,1,0,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,31,1.78,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,32,1.83,1,0,0,0,5,"GolfteesExercise"
"Default",1680,"Default",210,32,1.83,2,1,0,0,5,"GolfteesExercise"
"Default",1680,"Default",210,33,2.43,1,0,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,33,2.43,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,34,3.14,1,0,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,34,3.14,2,1,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,35,2.3,1,0,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,35,2.3,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,36,3.67,1,0,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,36,3.67,2,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,37,2.65,1,0,1,0,2,"GolfteesExercise"
"Default",1680,"Default",210,37,2.65,2,1,1,0,2,"GolfteesExercise"
"Default",1680,"Default",210,38,3.84,1,0,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,38,3.84,2,1,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,39,1.19,1,0,1,0,5,"GolfteesExercise"
"Default",1680,"Default",210,39,1.19,2,1,1,0,5,"GolfteesExercise"
"Default",1680,"Default",210,40,1.56,1,0,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,40,1.56,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,41,3.15,1,0,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,41,3.15,2,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,42,0.36,1,0,0,0,2,"GolfteesExercise"
"Default",1680,"Default",210,42,0.36,2,1,0,0,2,"GolfteesExercise"
"Default",1680,"Default",210,43,2.91,1,0,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,43,2.91,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,44,2.41,1,0,0,0,5,"GolfteesExercise"
"Default",1680,"Default",210,44,2.41,2,1,0,0,5,"GolfteesExercise"
"Default",1680,"Default",210,45,3.24,1,0,0,1,4,"GolfteesExercise"
"Default",1680,"Default",210,45,3.24,2,1,0,1,4,"GolfteesExercise"
"Default",1680,"Default",210,46,2.78,1,0,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,46,2.78,2,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,47,2.85,1,0,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,47,2.85,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,48,2.22,1,0,0,0,4,"GolfteesExercise"
"Default",1680,"Default",210,48,2.22,2,1,0,0,4,"GolfteesExercise"
"Default",1680,"Default",210,49,0.47,1,0,0,0,3,"GolfteesExercise"
"Default",1680,"Default",210,49,0.47,2,1,0,0,3,"GolfteesExercise"
"Default",1680,"Default",210,50,1.79,1,0,0,0,4,"GolfteesExercise"
"Default",1680,"Default",210,50,1.79,2,1,0,0,4,"GolfteesExercise"
"Default",1680,"Default",210,51,1.38,1,0,0,0,2,"GolfteesExercise"
"Default",1680,"Default",210,51,1.38,2,1,0,0,2,"GolfteesExercise"
"Default",1680,"Default",210,52,1.39,1,0,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,52,1.39,2,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,53,3.65,1,0,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,53,3.65,2,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,54,1.49,1,0,0,0,4,"GolfteesExercise"
"Default",1680,"Default",210,54,1.49,2,1,0,0,4,"GolfteesExercise"
"Default",1680,"Default",210,55,1.71,1,0,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,55,1.71,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,56,2.41,1,0,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,56,2.41,2,1,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,57,1.29,1,0,0,0,1,"GolfteesExercise"
"Default",1680,"Default",210,57,1.29,2,1,0,0,1,"GolfteesExercise"
"Default",1680,"Default",210,58,2.95,1,0,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,58,2.95,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,59,2.19,1,1,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,59,2.19,2,1,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,60,1.27,1,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,60,1.27,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,61,0.45,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,61,0.45,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,62,0.66,1,1,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,62,0.66,2,1,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,63,2.74,1,1,1,1,5,"GolfteesExercise"
"Default",1680,"Default",210,63,2.74,2,1,1,1,5,"GolfteesExercise"
"Default",1680,"Default",210,64,2.09,1,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,64,2.09,2,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,65,1.38,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,65,1.38,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,66,1.91,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,66,1.91,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,67,0.23,1,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,67,0.23,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,68,1.21,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,68,1.21,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,69,3.01,1,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,69,3.01,2,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,70,1.44,1,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,70,1.44,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,71,2.46,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,71,2.46,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,72,0.11,1,1,0,1,8,"GolfteesExercise"
"Default",1680,"Default",210,72,0.11,2,1,0,1,8,"GolfteesExercise"
"Default",1680,"Default",210,73,2.88,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,73,2.88,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,74,0.28,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,74,0.28,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,75,1.37,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,75,1.37,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,76,2.4,1,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,76,2.4,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,77,1.12,1,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,77,1.12,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,78,0.01,1,1,1,0,6,"GolfteesExercise"
"Default",1680,"Default",210,78,0.01,2,1,1,0,6,"GolfteesExercise"
"Default",1680,"Default",210,79,1.62,1,1,1,0,2,"GolfteesExercise"
"Default",1680,"Default",210,79,1.62,2,1,1,0,2,"GolfteesExercise"
"Default",1680,"Default",210,80,1.19,1,1,1,1,6,"GolfteesExercise"
"Default",1680,"Default",210,80,1.19,2,1,1,1,6,"GolfteesExercise"
"Default",1680,"Default",210,81,0.91,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,81,0.91,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,82,0.91,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,82,0.91,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,83,1.95,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,83,1.95,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,84,0.07,1,1,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,84,0.07,2,1,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,85,0.46,1,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,85,0.46,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,86,1.24,1,1,1,0,5,"GolfteesExercise"
"Default",1680,"Default",210,86,1.24,2,1,1,0,5,"GolfteesExercise"
"Default",1680,"Default",210,87,2.32,1,1,1,1,7,"GolfteesExercise"
"Default",1680,"Default",210,87,2.32,2,1,1,1,7,"GolfteesExercise"
"Default",1680,"Default",210,88,2.33,1,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,88,2.33,2,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,89,0.68,1,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,89,0.68,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,90,0.68,1,1,1,1,6,"GolfteesExercise"
"Default",1680,"Default",210,90,0.68,2,1,1,1,6,"GolfteesExercise"
"Default",1680,"Default",210,91,2.99,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,91,2.99,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,92,1.76,1,1,0,1,2,"GolfteesExercise"
"Default",1680,"Default",210,92,1.76,2,1,0,1,2,"GolfteesExercise"
"Default",1680,"Default",210,93,0.2,1,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,93,0.2,2,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,94,0.01,1,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,94,0.01,2,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,95,0.12,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,95,0.12,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,96,1.33,1,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,96,1.33,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,97,0.58,1,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,97,0.58,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,98,1.14,1,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,98,1.14,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,99,2.14,1,1,0,1,4,"GolfteesExercise"
"Default",1680,"Default",210,99,2.14,2,1,0,1,4,"GolfteesExercise"
"Default",1680,"Default",210,100,0.88,1,1,0,1,6,"GolfteesExercise"
"Default",1680,"Default",210,100,0.88,2,1,0,1,6,"GolfteesExercise"
"Default",1680,"Default",210,101,2.91,1,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,101,2.91,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,102,0.15,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,102,0.15,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,103,0.93,1,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,103,0.93,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,104,1.26,1,1,0,1,4,"GolfteesExercise"
"Default",1680,"Default",210,104,1.26,2,1,0,1,4,"GolfteesExercise"
"Default",1680,"Default",210,105,1.12,1,1,1,0,5,"GolfteesExercise"
"Default",1680,"Default",210,105,1.12,2,1,1,0,5,"GolfteesExercise"
"Default",1680,"Default",210,106,1.83,1,1,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,106,1.83,2,1,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,107,2.46,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,107,2.46,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,108,1.78,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,108,1.78,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,109,0.1,1,1,1,0,2,"GolfteesExercise"
"Default",1680,"Default",210,109,0.1,2,1,1,0,2,"GolfteesExercise"
"Default",1680,"Default",210,110,1.32,1,1,1,0,2,"GolfteesExercise"
"Default",1680,"Default",210,110,1.32,2,1,1,0,2,"GolfteesExercise"
"Default",1680,"Default",210,111,1.44,1,1,1,1,5,"GolfteesExercise"
"Default",1680,"Default",210,111,1.44,2,1,1,1,5,"GolfteesExercise"
"Default",1680,"Default",210,112,1.03,1,1,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,112,1.03,2,1,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,113,0.56,1,1,1,1,6,"GolfteesExercise"
"Default",1680,"Default",210,113,0.56,2,1,1,1,6,"GolfteesExercise"
"Default",1680,"Default",210,114,2.74,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,114,2.74,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,115,0.68,1,1,0,1,2,"GolfteesExercise"
"Default",1680,"Default",210,115,0.68,2,1,0,1,2,"GolfteesExercise"
"Default",1680,"Default",210,116,1.31,1,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,116,1.31,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,117,3.38,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,117,3.38,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,118,0.28,1,1,1,0,6,"GolfteesExercise"
"Default",1680,"Default",210,118,0.28,2,1,1,0,6,"GolfteesExercise"
"Default",1680,"Default",210,119,0.78,1,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,119,0.78,2,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,120,2.47,1,1,0,1,2,"GolfteesExercise"
"Default",1680,"Default",210,120,2.47,2,1,0,1,2,"GolfteesExercise"
"Default",1680,"Default",210,121,3.63,1,1,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,121,3.63,2,1,1,1,1,"GolfteesExercise"
"Default",1680,"Default",210,122,2.25,1,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,122,2.25,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,123,1.76,1,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,123,1.76,2,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,124,1.49,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,124,1.49,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,125,2.69,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,125,2.69,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,126,0.25,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,126,0.25,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,127,0.69,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,127,0.69,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,128,0.02,1,1,0,1,2,"GolfteesExercise"
"Default",1680,"Default",210,128,0.02,2,1,0,1,2,"GolfteesExercise"
"Default",1680,"Default",210,129,1.17,1,1,0,1,6,"GolfteesExercise"
"Default",1680,"Default",210,129,1.17,2,1,0,1,6,"GolfteesExercise"
"Default",1680,"Default",210,130,0.03,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,130,0.03,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,131,1.43,1,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,131,1.43,2,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,132,0.67,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,132,0.67,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,133,2.3,1,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,133,2.3,2,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,134,1.27,1,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,134,1.27,2,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,135,0.29,1,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,135,0.29,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,136,0.3,1,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,136,0.3,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,137,1.93,1,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,137,1.93,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,138,0.08,1,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,138,0.08,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,139,0.55,1,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,139,0.55,2,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,140,1.55,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,140,1.55,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,141,1.14,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,141,1.14,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,142,0.78,1,1,0,0,1,"GolfteesExercise"
"Default",1680,"Default",210,142,0.78,2,1,0,0,1,"GolfteesExercise"
"Default",1680,"Default",210,143,0.22,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,143,0.22,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,144,1.22,1,1,0,1,7,"GolfteesExercise"
"Default",1680,"Default",210,144,1.22,2,1,0,1,7,"GolfteesExercise"
"Default",1680,"Default",210,145,2.96,1,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,145,2.96,2,1,1,0,3,"GolfteesExercise"
"Default",1680,"Default",210,146,1,1,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,146,1,2,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,147,2.74,1,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,147,2.74,2,1,1,1,4,"GolfteesExercise"
"Default",1680,"Default",210,148,0.11,1,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,148,0.11,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,149,1.6,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,149,1.6,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,150,1.6,1,1,1,1,8,"GolfteesExercise"
"Default",1680,"Default",210,150,1.6,2,1,1,1,8,"GolfteesExercise"
"Default",1680,"Default",210,151,1.02,1,1,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,151,1.02,2,1,1,0,1,"GolfteesExercise"
"Default",1680,"Default",210,152,1.47,1,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,152,1.47,2,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,153,0.86,1,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,153,0.86,2,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,154,0.41,1,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,154,0.41,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,155,2.48,1,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,155,2.48,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,156,0.25,1,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,156,0.25,2,1,0,1,3,"GolfteesExercise"
"Default",1680,"Default",210,157,1.15,1,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,157,1.15,2,1,1,1,2,"GolfteesExercise"
"Default",1680,"Default",210,158,1,1,1,1,0,6,"GolfteesExercise"
"Default",1680,"Default",210,158,1,2,1,1,0,6,"GolfteesExercise"
"Default",1680,"Default",210,159,0.47,1,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,159,0.47,2,1,0,1,5,"GolfteesExercise"
"Default",1680,"Default",210,160,2.61,1,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,160,2.61,2,1,1,1,3,"GolfteesExercise"
"Default",1680,"Default",210,161,0.11,1,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,161,0.11,2,1,0,1,1,"GolfteesExercise"
"Default",1680,"Default",210,162,1.41,1,1,1,0,4,"GolfteesExercise"
"Default",1680,"Default",210,162,1.41,2,1,1,0,4,"GolfteesExercise"
